holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,weather_description,traffic_volume,traffic_1,traffic_2,weather_1,weather_2,year
0,274.95,0.0,0.0,90,3,6,3404,1,3,1,2,2013
0,275.68,0.0,0.0,90,0,2,3728,1,3,0,1,2013
0,276.9,0.0,0.0,90,4,7,4287,1,3,1,2,2013
0,278.21,0.0,0.0,90,0,2,4456,1,3,0,1,2013
0,279.11,0.0,0.0,90,0,2,4410,1,3,0,1,2013
0,279.69,0.0,0.0,90,0,2,4607,1,3,0,1,2013
0,280.35,0.0,0.0,90,0,2,4413,1,3,0,1,2013
0,280.95,0.0,0.0,75,0,1,5734,2,4,0,1,2013
0,281.26,0.0,0.0,90,0,2,4470,1,3,0,1,2013
0,281.05,0.0,0.0,90,0,2,3420,1,3,0,1,2013
0,280.33,0.0,0.0,75,0,1,3004,1,3,0,1,2013
0,279.8,0.0,0.0,90,0,2,2467,1,2,0,1,2013
0,279.09,0.0,0.0,90,0,2,1735,1,2,0,1,2013
0,278.58,0.0,0.0,90,0,2,1058,0,1,0,1,2013
0,277.97,0.0,0.0,75,0,1,575,0,0,0,1,2013
0,277.64,0.0,0.0,90,0,2,330,0,0,0,1,2013
0,277.26,0.0,0.0,90,0,2,303,0,0,0,1,2013
0,277.03,0.0,0.0,90,0,2,284,0,0,0,1,2013
0,276.7,0.0,0.0,90,0,2,732,0,1,0,1,2013
0,276.65,0.0,0.0,90,2,5,2634,1,2,1,2,2013
0,276.65,0.0,0.0,90,0,2,5763,2,4,0,1,2013
0,276.65,0.0,0.0,90,0,2,6970,2,5,0,1,2013
0,276.83,0.0,0.0,75,0,1,6289,2,5,0,1,2013
0,277.91,0.0,0.0,90,0,2,5047,2,4,0,1,2013
0,279.14,0.0,0.0,75,0,1,4451,1,3,0,1,2013
0,280.38,0.0,0.0,40,0,0,4507,1,3,0,1,2013
0,281.95,0.0,0.0,40,0,0,4818,1,3,0,1,2013
0,283.56,0.0,0.0,1,1,3,4893,1,3,0,0,2013
0,285.64,0.0,0.0,40,0,0,5354,2,4,0,1,2013
0,287.7,0.0,0.0,75,0,1,5881,2,4,0,1,2013
0,289.23,0.0,0.0,1,1,3,6466,2,5,0,0,2013
0,290.44,0.0,0.0,1,1,3,6027,2,5,0,0,2013
0,291.51,0.0,0.0,90,0,2,4286,1,3,0,1,2013
0,291.52,0.0,0.0,1,1,3,3253,1,3,0,0,2013
0,291.13,0.0,0.0,40,0,0,2758,1,2,0,1,2013
0,289.17,0.0,0.0,1,1,3,2475,1,2,0,0,2013
0,287.28,0.0,0.0,1,1,3,1524,1,2,0,0,2013
0,285.56,0.0,0.0,1,1,3,1062,0,1,0,0,2013
0,285.08,0.0,0.0,1,1,3,561,0,0,0,0,2013
0,283.8,0.0,0.0,1,1,3,336,0,0,0,0,2013
0,282.72,0.0,0.0,1,1,3,259,0,0,0,0,2013
0,281.91,0.0,0.0,1,1,3,319,0,0,0,0,2013
0,281.0,0.0,0.0,1,1,3,733,0,1,0,0,2013
0,280.37,0.0,0.0,40,4,7,2763,1,2,1,2,2013
0,280.02,0.0,0.0,1,1,3,6009,2,5,0,0,2013
0,279.86,0.0,0.0,1,1,3,6739,2,5,0,0,2013
0,281.28,0.0,0.0,1,1,3,6501,2,5,0,0,2013
0,283.43,0.0,0.0,1,1,3,5229,2,4,0,0,2013
0,285.88,0.0,0.0,1,1,3,4657,1,3,0,0,2013
0,289.23,0.0,0.0,1,1,3,4773,1,3,0,0,2013
0,291.5,0.0,0.0,1,1,3,4961,2,4,0,0,2013
0,294.12,0.0,0.0,20,0,4,5073,2,4,0,1,2013
0,294.55,0.0,0.0,1,1,3,5296,2,4,0,0,2013
0,295.41,0.0,0.0,1,1,3,5919,2,5,0,0,2013
0,296.07,0.0,0.0,1,1,3,6763,2,5,0,0,2013
0,295.88,0.0,0.0,75,0,1,6110,2,5,0,1,2013
0,295.92,0.0,0.0,40,0,0,4556,1,3,0,1,2013
0,295.54,0.0,0.0,1,1,3,3229,1,3,0,0,2013
0,294.92,0.0,0.0,1,1,3,2975,1,2,0,0,2013
0,293.13,0.0,0.0,1,1,3,2503,1,2,0,0,2013
0,290.48,0.0,0.0,1,1,3,1963,1,2,0,0,2013
0,289.08,0.0,0.0,1,1,3,3874,1,3,0,0,2013
0,287.91,0.0,0.0,1,1,3,910,0,1,0,0,2013
0,287.3,0.0,0.0,1,1,3,460,0,0,0,0,2013
0,286.13,0.0,0.0,1,1,3,298,0,0,0,0,2013
0,285.39,0.0,0.0,1,1,3,373,0,0,0,0,2013
0,284.36,0.0,0.0,1,1,3,703,0,1,0,0,2013
0,283.79,0.0,0.0,1,1,3,2774,1,2,0,0,2013
0,283.1,0.0,0.0,1,1,3,5956,2,5,0,0,2013
0,282.96,0.0,0.0,1,4,7,6888,2,5,1,2,2013
0,284.87,0.0,0.0,1,1,3,5351,2,4,0,0,2013
0,288.07,0.0,0.0,1,1,3,5487,2,4,0,0,2013
0,291.07,0.0,0.0,1,1,3,4620,1,3,0,0,2013
0,293.55,0.0,0.0,1,1,3,4807,1,3,0,0,2013
0,295.56,0.0,0.0,1,1,3,5107,2,4,0,0,2013
0,296.5,0.0,0.0,75,0,1,5137,2,4,0,1,2013
0,297.58,0.0,0.0,40,0,0,5530,2,4,0,1,2013
0,297.63,0.0,0.0,40,0,0,6089,2,5,0,1,2013
0,297.88,0.0,0.0,40,0,0,6556,2,5,0,1,2013
0,297.47,0.0,0.0,40,0,0,6271,2,5,0,1,2013
0,297.67,0.0,0.0,75,0,1,4669,1,3,0,1,2013
0,297.41,0.0,0.0,40,0,0,3375,1,3,0,1,2013
0,296.6,0.0,0.0,1,1,3,3219,1,3,0,0,2013
0,293.3,0.0,0.0,40,0,0,2562,1,2,0,1,2013
0,291.97,0.0,0.0,1,1,3,1869,1,2,0,0,2013
0,289.83,0.0,0.0,1,1,3,1093,0,1,0,0,2013
0,288.77,0.0,0.0,1,1,3,576,0,0,0,0,2013
0,288.36,0.0,0.0,1,1,3,373,0,0,0,0,2013
0,288.26,0.0,0.0,1,1,3,262,0,0,0,0,2013
0,288.76,0.0,0.0,1,1,3,364,0,0,0,0,2013
0,288.07,0.0,0.0,1,1,3,756,0,1,0,0,2013
0,286.93,0.0,0.0,75,0,1,2737,1,2,0,1,2013
0,286.78,0.0,0.0,1,2,5,5974,2,5,1,2,2013
0,287.56,0.0,0.0,75,2,12,6800,2,5,1,2,2013
0,288.37,0.0,0.0,75,0,1,5813,2,4,0,1,2013
0,290.47,0.0,0.0,40,0,0,5369,2,4,0,1,2013
0,292.42,0.0,0.0,1,1,3,4544,1,3,0,0,2013
0,294.3,0.0,0.0,40,0,0,4947,2,4,0,1,2013
0,295.56,0.0,0.0,40,0,0,5180,2,4,0,1,2013
0,296.88,0.0,0.0,90,0,2,5253,2,4,0,1,2013
0,297.2,0.0,0.0,1,1,3,5598,2,4,0,0,2013
0,296.95,0.0,0.0,40,0,0,6344,2,5,0,1,2013
0,295.91,0.0,0.0,90,3,6,6750,2,5,1,2,2013
0,295.91,0.0,0.0,90,3,11,6750,2,5,1,2,2013
0,293.36,0.0,0.0,90,3,6,6305,2,5,1,2,2013
0,293.36,0.0,0.0,90,2,5,6305,2,5,1,2,2013
0,292.43,0.0,0.0,90,2,24,4673,1,3,1,2,2013
0,292.43,0.0,0.0,90,2,5,4673,1,3,1,2,2013
0,290.9,0.0,0.0,90,2,13,3487,1,3,1,2,2013
0,290.9,0.0,0.0,90,2,5,3487,1,3,1,2,2013
0,289.67,0.0,0.0,90,2,12,3319,1,3,1,2,2013
0,289.67,0.0,0.0,90,2,5,3319,1,3,1,2,2013
0,288.91,0.0,0.0,90,2,5,3135,1,3,1,2,2013
0,288.91,0.0,0.0,90,4,7,3135,1,3,1,2,2013
0,288.91,0.0,0.0,90,2,12,3135,1,3,1,2,2013
0,288.77,0.0,0.0,90,2,12,2227,1,2,1,2,2013
0,288.77,0.0,0.0,90,2,5,2227,1,2,1,2,2013
0,288.77,0.0,0.0,90,3,6,2227,1,2,1,2,2013
0,288.67,0.0,0.0,90,3,6,1186,0,1,1,2,2013
0,288.67,0.0,0.0,90,2,5,1186,0,1,1,2,2013
0,288.05,0.0,0.0,90,2,5,680,0,1,1,2,2013
0,288.05,0.0,0.0,90,3,6,680,0,1,1,2,2013
0,287.78,0.0,0.0,90,0,2,409,0,0,0,1,2013
0,287.68,0.0,0.0,90,0,2,292,0,0,0,1,2013
0,287.41,0.0,0.0,75,2,5,366,0,0,1,2,2013
0,287.46,0.0,0.0,90,3,6,673,0,1,1,2,2013
0,287.55,0.0,0.0,90,0,2,2503,1,2,0,1,2013
0,287.41,0.0,0.0,90,3,6,5628,2,4,1,2,2013
0,287.08,0.0,0.0,90,0,2,6802,2,5,0,1,2013
0,287.23,0.0,0.0,90,2,5,5932,2,5,1,2,2013
0,287.26,0.0,0.0,90,0,2,5143,2,4,0,1,2013
0,287.1,0.0,0.0,90,3,11,4812,1,3,1,2,2013
0,286.75,0.0,0.0,90,0,2,5263,2,4,0,1,2013
0,286.38,0.0,0.0,90,0,2,5577,2,4,0,1,2013
0,284.58,0.0,0.0,90,2,5,5457,2,4,1,2,2013
0,284.58,0.0,0.0,90,4,7,5457,2,4,1,2,2013
0,284.18,0.0,0.0,90,2,5,5825,2,4,1,2,2013
0,283.49,0.0,0.0,90,2,5,6284,2,5,1,2,2013
0,283.3,0.0,0.0,90,0,2,6527,2,5,0,1,2013
0,282.43,0.0,0.0,90,0,2,5937,2,5,0,1,2013
0,281.95,0.0,0.0,90,0,2,5159,2,4,0,1,2013
0,281.75,0.0,0.0,90,0,2,3748,1,3,0,1,2013
0,281.43,0.0,0.0,90,0,2,3248,1,3,0,1,2013
0,281.1,0.0,0.0,90,0,2,2965,1,2,0,1,2013
0,280.81,0.0,0.0,90,0,2,2726,1,2,0,1,2013
0,280.27,0.0,0.0,75,0,1,1683,1,2,0,1,2013
0,279.77,0.0,0.0,75,0,1,962,0,1,0,1,2013
0,279.05,0.0,0.0,1,1,3,744,0,1,0,0,2013
0,278.51,0.0,0.0,90,0,2,495,0,0,0,1,2013
0,278.06,0.0,0.0,40,0,0,304,0,0,0,1,2013
0,277.4,0.0,0.0,1,1,3,329,0,0,0,0,2013
0,276.31,0.0,0.0,20,0,4,562,0,0,0,1,2013
0,275.75,0.0,0.0,1,1,3,1167,0,1,0,0,2013
0,275.76,0.0,0.0,1,1,3,1731,1,2,0,0,2013
0,276.81,0.0,0.0,1,1,3,2512,1,2,0,0,2013
0,278.59,0.0,0.0,1,1,3,3253,1,3,0,0,2013
0,280.76,0.0,0.0,1,1,3,3193,1,3,0,0,2013
0,282.69,0.0,0.0,1,1,3,3544,1,3,0,0,2013
0,284.91,0.0,0.0,1,1,3,3793,1,3,0,0,2013
0,287.09,0.0,0.0,1,1,3,3678,1,3,0,0,2013
0,288.72,0.0,0.0,1,1,3,3391,1,3,0,0,2013
0,290.01,0.0,0.0,1,1,3,3441,1,3,0,0,2013
0,290.97,0.0,0.0,1,1,3,3280,1,3,0,0,2013
0,291.5,0.0,0.0,1,1,3,3228,1,3,0,0,2013
0,291.74,0.0,0.0,1,1,3,2771,1,2,0,0,2013
0,291.51,0.0,0.0,1,1,3,2394,1,2,0,0,2013
0,290.43,0.0,0.0,75,0,1,2150,1,2,0,1,2013
0,288.93,0.0,0.0,1,1,3,2147,1,2,0,0,2013
0,287.0,0.0,0.0,75,0,1,2053,1,2,0,1,2013
0,286.71,0.0,0.0,75,0,1,1374,1,2,0,1,2013
0,286.18,0.0,0.0,90,3,6,1006,0,1,1,2,2013
0,286.18,0.0,0.0,90,2,5,1006,0,1,1,2,2013
0,285.59,0.0,0.0,90,0,2,648,0,1,0,1,2013
0,284.28,0.0,0.0,75,9,25,420,0,0,1,4,2013
0,282.26,0.0,0.0,75,0,1,297,0,0,0,1,2013
0,280.23,0.0,0.0,1,1,3,226,0,0,0,0,2013
0,279.1,0.0,0.0,1,1,3,378,0,0,0,0,2013
0,278.24,0.0,0.0,1,1,3,631,0,1,0,0,2013
0,278.09,0.0,0.0,1,1,3,955,0,1,0,0,2013
0,278.68,0.0,0.0,40,0,0,1486,1,2,0,1,2013
0,279.29,0.0,0.0,90,0,2,2256,1,2,0,1,2013
0,279.95,0.0,0.0,90,0,2,2862,1,2,0,1,2013
0,280.75,0.0,0.0,75,0,1,3094,1,3,0,1,2013
0,281.75,0.0,0.0,40,0,0,3311,1,3,0,1,2013
0,282.79,0.0,0.0,75,0,1,3277,1,3,0,1,2013
0,283.37,0.0,0.0,1,1,3,3121,1,3,0,0,2013
0,283.26,0.0,0.0,75,0,1,3168,1,3,0,1,2013
0,283.1,0.0,0.0,75,0,1,3004,1,3,0,1,2013
0,283.38,0.0,0.0,75,0,1,2893,1,2,0,1,2013
0,283.41,0.0,0.0,40,0,0,2754,1,2,0,1,2013
0,283.3,0.0,0.0,40,0,0,2464,1,2,0,1,2013
0,282.46,0.0,0.0,40,0,0,2341,1,2,0,1,2013
0,281.09,0.0,0.0,20,0,4,2053,1,2,0,1,2013
0,280.16,0.0,0.0,1,1,3,1581,1,2,0,0,2013
0,278.74,0.0,0.0,1,1,3,878,0,1,0,0,2013
0,277.57,0.0,0.0,1,1,3,521,0,0,0,0,2013
0,276.87,0.0,0.0,1,1,3,269,0,0,0,0,2013
0,276.3,0.0,0.0,1,1,3,227,0,0,0,0,2013
0,275.69,0.0,0.0,1,1,3,289,0,0,0,0,2013
0,274.77,0.0,0.0,1,1,3,718,0,1,0,0,2013
0,274.21,0.0,0.0,1,1,3,2682,1,2,0,0,2013
0,273.79,0.0,0.0,1,1,3,5790,2,4,0,0,2013
0,274.53,0.0,0.0,1,1,3,6969,2,5,0,0,2013
0,276.16,0.0,0.0,1,1,3,5972,2,5,0,0,2013
0,278.61,0.0,0.0,1,1,3,5013,2,4,0,0,2013
0,280.02,0.0,0.0,1,1,3,4402,1,3,0,0,2013
0,281.24,0.0,0.0,1,1,3,4477,1,3,0,0,2013
0,282.56,0.0,0.0,1,1,3,4778,1,3,0,0,2013
0,283.69,0.0,0.0,1,1,3,4774,1,3,0,0,2013
0,284.93,0.0,0.0,1,1,3,5175,2,4,0,0,2013
0,285.37,0.0,0.0,1,1,3,5794,2,4,0,0,2013
0,286.48,0.0,0.0,1,1,3,6454,2,5,0,0,2013
0,286.93,0.0,0.0,1,1,3,6385,2,5,0,0,2013
0,287.21,0.0,0.0,1,1,3,4620,1,3,0,0,2013
0,287.25,0.0,0.0,1,1,3,3205,1,3,0,0,2013
0,286.59,0.0,0.0,1,1,3,2789,1,2,0,0,2013
0,284.73,0.0,0.0,1,1,3,2568,1,2,0,0,2013
0,282.96,0.0,0.0,1,1,3,1686,1,2,0,0,2013
0,281.11,0.0,0.0,1,1,3,958,0,1,0,0,2013
0,279.3,0.0,0.0,1,1,3,580,0,0,0,0,2013
0,278.36,0.0,0.0,1,1,3,324,0,0,0,0,2013
0,277.66,0.0,0.0,1,1,3,238,0,0,0,0,2013
0,276.82,0.0,0.0,1,1,3,344,0,0,0,0,2013
0,276.18,0.0,0.0,1,1,3,755,0,1,0,0,2013
0,275.85,0.0,0.0,1,1,3,2836,1,2,0,0,2013
0,276.27,0.0,0.0,40,0,0,5590,2,4,0,1,2013
0,277.38,0.0,0.0,1,1,3,6501,2,5,0,0,2013
0,279.03,0.0,0.0,90,0,2,5806,2,4,0,1,2013
0,281.85,0.0,0.0,75,0,1,5046,2,4,0,1,2013
0,286.53,0.0,0.0,75,0,1,4579,1,3,0,1,2013
0,287.5,0.0,0.0,90,2,5,4761,1,3,1,2,2013
0,287.44,0.0,0.0,90,2,5,4888,1,3,1,2,2013
0,287.86,0.0,0.0,90,2,5,5027,2,4,1,2,2013
0,289.28,0.0,0.0,40,0,0,5640,2,4,0,1,2013
0,290.73,0.0,0.0,1,1,3,6093,2,5,0,0,2013
0,292.22,0.0,0.0,1,1,3,6653,2,5,0,0,2013
0,293.74,0.0,0.0,1,1,3,6445,2,5,0,0,2013
0,295.09,0.0,0.0,75,0,1,5182,2,4,0,1,2013
0,295.0,0.0,0.0,1,1,3,3748,1,3,0,0,2013
0,294.49,0.0,0.0,1,1,3,3530,1,3,0,0,2013
0,293.03,0.0,0.0,75,0,1,3282,1,3,0,1,2013
0,292.57,0.0,0.0,1,1,3,2286,1,2,0,0,2013
0,291.59,0.0,0.0,1,1,3,1350,1,2,0,0,2013
0,291.05,0.0,0.0,1,1,3,691,0,1,0,0,2013
0,290.04,0.0,0.0,1,1,3,389,0,0,0,0,2013
0,288.64,0.0,0.0,1,1,3,261,0,0,0,0,2013
0,286.69,0.0,0.0,1,1,3,349,0,0,0,0,2013
0,285.73,0.0,0.0,1,1,3,795,0,1,0,0,2013
0,284.49,0.0,0.0,1,1,3,2764,1,2,0,0,2013
0,283.12,0.0,0.0,1,1,3,5952,2,5,0,0,2013
0,285.13,0.0,0.0,20,0,4,6624,2,5,0,1,2013
0,287.82,0.0,0.0,1,1,3,6618,2,5,0,0,2013
0,292.46,0.0,0.0,1,1,3,5449,2,4,0,0,2013
0,295.22,0.0,0.0,75,0,1,4846,1,3,0,1,2013
0,295.35,0.0,0.0,75,2,5,5362,2,4,1,2,2013
0,296.55,0.0,0.0,75,0,1,5162,2,4,0,1,2013
0,299.52,0.0,0.0,40,0,0,5036,2,4,0,1,2013
0,302.46,0.0,0.0,40,0,0,5409,2,4,0,1,2013
0,304.66,0.0,0.0,1,1,3,6236,2,5,0,0,2013
0,306.61,0.0,0.0,20,0,4,6423,2,5,0,1,2013
0,308.24,0.0,0.0,20,0,4,5982,2,5,0,1,2013
0,307.66,0.0,0.0,1,1,3,4858,1,3,0,0,2013
0,306.02,0.0,0.0,1,1,3,3536,1,3,0,0,2013
0,303.83,0.0,0.0,1,1,3,3147,1,3,0,0,2013
0,300.28,0.0,0.0,1,1,3,2934,1,2,0,0,2013
0,298.27,0.0,0.0,1,1,3,2257,1,2,0,0,2013
0,296.21,0.0,0.0,1,1,3,1254,1,2,0,0,2013
0,294.76,0.0,0.0,1,1,3,648,0,1,0,0,2013
0,293.2,0.0,0.0,1,1,3,382,0,0,0,0,2013
0,291.53,0.0,0.0,1,1,3,277,0,0,0,0,2013
0,289.96,0.0,0.0,1,1,3,335,0,0,0,0,2013
0,288.53,0.0,0.0,1,1,3,752,0,1,0,0,2013
0,286.42,0.0,0.0,1,1,3,2851,1,2,0,0,2013
0,285.43,0.0,0.0,1,1,3,5903,2,5,0,0,2013
0,286.21,0.0,0.0,40,0,0,6642,2,5,0,1,2013
0,287.79,0.0,0.0,75,0,1,6404,2,5,0,1,2013
0,289.36,0.0,0.0,1,1,3,5265,2,4,0,0,2013
0,289.71,0.0,0.0,1,1,3,4537,1,3,0,0,2013
0,290.67,0.0,0.0,1,1,3,5004,2,4,0,0,2013
0,292.09,0.0,0.0,1,1,3,5017,2,4,0,0,2013
0,294.14,0.0,0.0,1,1,3,5151,2,4,0,0,2013
0,295.77,0.0,0.0,1,1,3,5544,2,4,0,0,2013
0,296.79,0.0,0.0,1,1,3,6263,2,5,0,0,2013
0,297.59,0.0,0.0,40,0,0,6592,2,5,0,1,2013
0,298.13,0.0,0.0,40,0,0,6268,2,5,0,1,2013
0,298.29,0.0,0.0,75,0,1,4703,1,3,0,1,2013
0,298.25,0.0,0.0,75,0,1,3451,1,3,0,1,2013
0,297.3,0.0,0.0,1,1,3,3223,1,3,0,0,2013
0,295.44,0.0,0.0,1,1,3,3265,1,3,0,0,2013
0,293.87,0.0,0.0,1,1,3,2317,1,2,0,0,2013
0,292.47,0.0,0.0,1,1,3,1313,1,2,0,0,2013
0,291.73,0.0,0.0,75,0,1,751,0,1,0,1,2013
0,291.08,0.0,0.0,1,1,3,475,0,0,0,0,2013
0,290.27,0.0,0.0,1,1,3,311,0,0,0,0,2013
0,288.97,0.0,0.0,1,1,3,365,0,0,0,0,2013
0,288.31,0.0,0.0,1,1,3,727,0,1,0,0,2013
0,286.37,0.0,0.0,1,1,3,2514,1,2,0,0,2013
0,285.31,0.0,0.0,1,1,3,5501,2,4,0,0,2013
0,285.41,0.0,0.0,40,0,0,6778,2,5,0,1,2013
0,288.21,0.0,0.0,1,1,3,5740,2,4,0,0,2013
0,291.15,0.0,0.0,1,1,3,5008,2,4,0,0,2013
0,293.82,0.0,0.0,1,1,3,4619,1,3,0,0,2013
0,296.05,0.0,0.0,1,1,3,5256,2,4,0,0,2013
0,297.9,0.0,0.0,1,1,3,5422,2,4,0,0,2013
0,299.15,0.0,0.0,1,1,3,5616,2,4,0,0,2013
0,299.97,0.0,0.0,1,1,3,5570,2,4,0,0,2013
0,300.45,0.0,0.0,1,1,3,6366,2,5,0,0,2013
0,300.26,0.0,0.0,1,1,3,6039,2,5,0,0,2013
0,299.83,0.0,0.0,1,1,3,5153,2,4,0,0,2013
0,299.03,0.0,0.0,1,1,3,3566,1,3,0,0,2013
0,298.21,0.0,0.0,1,1,3,2928,1,2,0,0,2013
0,296.71,0.0,0.0,1,1,3,2839,1,2,0,0,2013
0,295.53,0.0,0.0,1,1,3,2641,1,2,0,0,2013
0,294.45,0.0,0.0,75,0,1,1851,1,2,0,1,2013
0,293.38,0.0,0.0,90,0,2,1173,0,1,0,1,2013
0,292.04,0.0,0.0,90,3,6,727,0,1,1,2,2013
0,291.39,0.0,0.0,90,2,5,501,0,0,1,2,2013
0,290.8,0.0,0.0,90,2,5,352,0,0,1,2,2013
0,290.48,0.0,0.0,90,0,2,391,0,0,0,1,2013
0,289.92,0.0,0.0,90,2,5,756,0,1,1,2,2013
0,288.82,0.0,0.0,90,2,5,1331,1,2,1,2,2013
0,287.15,0.0,0.0,90,2,5,1984,1,2,1,2,2013
0,287.15,0.0,0.0,90,4,7,1984,1,2,1,2,2013
0,287.15,0.0,0.0,90,3,11,1984,1,2,1,2,2013
0,286.63,0.0,0.0,90,3,11,2726,1,2,1,2,2013
0,286.79,0.0,0.0,90,0,2,3477,1,3,0,1,2013
0,286.98,0.0,0.0,90,0,2,3696,1,3,0,1,2013
0,287.76,0.0,0.0,90,0,2,4161,1,3,0,1,2013
0,288.22,0.0,0.0,90,0,2,4742,1,3,0,1,2013
0,288.6,0.0,0.0,90,0,2,4577,1,3,0,1,2013
0,288.56,0.0,0.0,90,2,5,4866,1,3,1,2,2013
0,288.56,0.0,0.0,90,4,7,4866,1,3,1,2,2013
0,288.56,0.0,0.0,90,2,12,4866,1,3,1,2,2013
0,287.89,0.0,0.0,90,2,5,4875,1,3,1,2,2013
0,287.89,0.0,0.0,90,4,7,4875,1,3,1,2,2013
0,287.89,0.0,0.0,90,2,12,4875,1,3,1,2,2013
0,287.25,0.0,0.0,90,2,12,4935,2,4,1,2,2013
0,287.25,0.0,0.0,90,4,7,4935,2,4,1,2,2013
0,287.25,0.0,0.0,90,2,5,4935,2,4,1,2,2013
0,286.91,0.0,0.0,90,2,5,4813,1,3,1,2,2013
0,286.91,0.0,0.0,90,4,7,4813,1,3,1,2,2013
0,286.91,0.0,0.0,90,2,12,4813,1,3,1,2,2013
0,287.29,0.0,0.0,90,0,2,4237,1,3,0,1,2013
0,287.29,0.0,0.0,90,0,2,3327,1,3,0,1,2013
0,287.18,0.0,0.0,90,0,2,2974,1,2,0,1,2013
0,287.23,0.0,0.0,90,0,2,3099,1,3,0,1,2013
0,287.01,0.0,0.0,90,0,2,3095,1,3,0,1,2013
0,286.82,0.0,0.0,90,0,2,2361,1,2,0,1,2013
0,286.78,0.0,0.0,90,4,7,1475,1,2,1,2,2013
0,286.78,0.0,0.0,90,4,7,1001,0,1,1,2,2013
0,286.78,0.0,0.0,90,2,5,1001,0,1,1,2,2013
0,286.66,0.0,0.0,90,4,7,639,0,1,1,2,2013
0,286.66,0.0,0.0,90,2,5,639,0,1,1,2,2013
0,286.63,0.0,0.0,40,4,7,402,0,0,1,2,2013
0,286.83,0.0,0.0,40,0,0,318,0,0,0,1,2013
0,286.88,0.0,0.0,1,7,16,541,0,0,1,4,2013
0,286.88,0.0,0.0,1,7,20,541,0,0,1,4,2013
0,286.88,0.0,0.0,1,2,5,541,0,0,1,2,2013
0,286.78,0.0,0.0,90,2,5,815,0,1,1,2,2013
0,286.78,0.0,0.0,90,7,14,815,0,1,1,4,2013
0,286.78,0.0,0.0,90,4,7,815,0,1,1,2,2013
0,286.78,0.0,0.0,90,7,20,815,0,1,1,4,2013
0,286.78,0.0,0.0,90,7,16,815,0,1,1,4,2013
0,286.52,0.0,0.0,90,2,12,1120,0,1,1,2,2013
0,286.52,0.0,0.0,90,4,7,1120,0,1,1,2,2013
0,286.52,0.0,0.0,90,2,5,1120,0,1,1,2,2013
0,286.52,0.0,0.0,90,7,20,1120,0,1,1,4,2013
0,286.37,0.0,0.0,90,7,26,1700,1,2,1,4,2013
0,286.37,0.0,0.0,90,4,7,1700,1,2,1,2,2013
0,286.37,0.0,0.0,90,7,14,1700,1,2,1,4,2013
0,286.37,0.0,0.0,90,2,12,1700,1,2,1,2,2013
0,286.37,0.0,0.0,90,2,5,1700,1,2,1,2,2013
0,286.36,0.0,0.0,90,7,20,2802,1,2,1,4,2013
0,286.36,0.0,0.0,90,4,7,2802,1,2,1,2,2013
0,286.36,0.0,0.0,90,2,12,2802,1,2,1,2,2013
0,286.36,0.0,0.0,90,7,15,2802,1,2,1,4,2013
0,286.36,0.0,0.0,90,7,16,2802,1,2,1,4,2013
0,287.15,0.0,0.0,90,7,15,3591,1,3,1,4,2013
0,287.15,0.0,0.0,90,4,7,3591,1,3,1,2,2013
0,287.15,0.0,0.0,90,7,14,3591,1,3,1,4,2013
0,287.15,0.0,0.0,90,2,12,3591,1,3,1,2,2013
0,287.15,0.0,0.0,90,2,5,3591,1,3,1,2,2013
0,287.15,0.0,0.0,90,7,20,3591,1,3,1,4,2013
0,287.32,0.0,0.0,90,2,5,4016,1,3,1,2,2013
0,287.32,0.0,0.0,90,4,7,4016,1,3,1,2,2013
0,287.32,0.0,0.0,90,2,12,4016,1,3,1,2,2013
0,289.19,0.0,0.0,90,4,7,4679,1,3,1,2,2013
0,289.19,0.0,0.0,90,2,5,4679,1,3,1,2,2013
0,289.19,0.0,0.0,90,2,12,4679,1,3,1,2,2013
0,291.15,0.0,0.0,90,4,7,4398,1,3,1,2,2013
0,293.82,0.0,0.0,1,1,3,4324,1,3,0,0,2013
0,296.21,0.0,0.0,1,1,3,4126,1,3,0,0,2013
0,298.51,0.0,0.0,40,0,0,4233,1,3,0,1,2013
0,298.76,0.0,0.0,75,0,1,3335,1,3,0,1,2013
0,299.64,0.0,0.0,40,0,0,3405,1,3,0,1,2013
0,299.42,0.0,0.0,1,1,3,2830,1,2,0,0,2013
0,298.94,0.0,0.0,1,1,3,2491,1,2,0,0,2013
0,297.22,0.0,0.0,1,1,3,2337,1,2,0,0,2013
0,295.52,0.0,0.0,1,1,3,1713,1,2,0,0,2013
0,294.85,0.0,0.0,1,1,3,1094,0,1,0,0,2013
0,294.72,0.0,0.0,1,1,3,624,0,1,0,0,2013
0,294.41,0.0,0.0,1,1,3,355,0,0,0,0,2013
0,293.73,0.0,0.0,1,1,3,402,0,0,0,0,2013
0,293.67,0.0,0.0,40,0,0,325,0,0,0,1,2013
0,293.27,0.0,0.0,90,0,2,787,0,1,0,1,2013
0,292.97,0.0,0.0,75,0,1,2588,1,2,0,1,2013
0,292.8,0.0,0.0,40,0,0,5612,2,4,0,1,2013
0,292.08,0.0,0.0,90,7,20,6136,2,5,1,4,2013
0,292.08,0.0,0.0,90,4,7,6136,2,5,1,2,2013
0,292.08,0.0,0.0,90,7,15,6136,2,5,1,4,2013
0,292.08,0.0,0.0,90,7,14,6136,2,5,1,4,2013
0,291.21,0.0,0.0,90,2,5,6369,2,5,1,2,2013
